"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Symbol","Entrez"
"213056_at",1.09545761028254,6.48907233984193,4.88302382486096,4.33530587993783e-06,5.87297999492081e-05,3.74572289574937,"FRMD4B","23150"
"225847_at",1.41903091446985,6.94913570393313,4.8830095703379,4.33555517623288e-06,5.87297999492081e-05,3.74566769507237,"NCEH1","57552"
"214806_at",-1.06918140792293,6.08863652255288,-4.87952264685083,4.39695881829997e-06,5.94045796987057e-05,3.73216741099041,"BICD1","636"
"1569788_at",-1.62921444165024,4.63484739383837,-4.87863342702319,4.41275267610263e-06,5.95786996150518e-05,3.72872553256307,"ST8SIA1","6489"
"1554835_a_at",-1.05284712702056,2.92069177812114,-4.87807699406731,4.42266382337704e-06,5.96339715270477e-05,3.72657195006508,"B3GNT5","84002"
"226185_at",1.0653685086298,7.53163037301892,4.87705162857101,4.44098435315582e-06,5.98613157188695e-05,3.72260381832378,"CDS1","1040"
"220085_at",-1.10544832656585,7.69128803739459,-4.87589677607629,4.46170692904873e-06,6.01208777255058e-05,3.71813516182959,"HELLS","3070"
"1554052_at",-1.0079861443882,5.96911313093056,-4.87417477919885,4.49278120936423e-06,6.04124985406844e-05,3.71147311541341,"CNOT1","23019"
"205030_at",-3.56372267496604,6.98023686862057,-4.87412613362691,4.49366209513919e-06,6.04124985406844e-05,3.71128493590567,"FABP7","2173"
"225706_at",1.05563437089222,8.88596895080072,4.87380750756832,4.49943601098312e-06,6.04636049364496e-05,3.7100523968114,"GLCCI1","113263"
"225987_at",2.58402434499122,4.9640289150463,4.87091817968606,4.55212507783132e-06,6.11183158779946e-05,3.69887778794817,"STEAP4","79689"
"1554544_a_at",-1.15812596995184,6.2532512227532,-4.87014992225239,4.5662355960964e-06,6.12837257494331e-05,3.69590717176336,"MBP","4155"
"210988_s_at",-1.11257367274858,6.66830049370122,-4.8670925119262,4.6228138158339e-06,6.19052441882604e-05,3.68408783038129,"PRUNE1","58497"
"204542_at",1.83121651296883,6.7077788641464,4.86648917559433,4.63405904958506e-06,6.20355720761299e-05,3.68175596723667,"ST6GALNAC2","10610"
"222108_at",1.70446072793431,8.17537226790703,4.8662761734566,4.63803542723996e-06,6.20482886324787e-05,3.68093276578138,"AMIGO2","347902"
"222996_s_at",1.07478855037787,8.48915286703566,4.86566548325705,4.64945436390145e-06,6.21402303576973e-05,3.67857271412853,"CXXC5","51523"
"204198_s_at",-1.50399262099359,7.91584197635847,-4.86337566527176,4.69251446461257e-06,6.25322922024615e-05,3.66972511593196,"RUNX3","864"
"232346_at",1.00464134274932,4.5867632870262,4.86289705655762,4.70156363133004e-06,6.26325260360809e-05,3.66787613543257,"LINC02591","388692"
"203921_at",-1.47816231328891,6.52510284844785,-4.86137721290662,4.730412408629e-06,6.29759189621505e-05,3.66200532399893,"CHST2","9435"
"225540_at",-2.26475679648507,7.14790297368582,-4.85748943820605,4.80499404147041e-06,6.38082072316186e-05,3.64699264852436,"MAP2","4133"
"222511_x_at",-1.05878590602589,2.97827744333275,-4.85484315798408,4.85641252266639e-06,6.43608077179744e-05,3.63677806186421,"FAF1","11124"
"214446_at",1.02013905241455,3.75759323662585,4.85463509972242,4.86047782053008e-06,6.43636405829176e-05,3.63597510040008,"ELL2","22936"
"235144_at",1.4396463405874,7.80770998951654,4.85249265038907,4.9025327134166e-06,6.48671995420892e-05,3.62770790304356,"RASEF","158158"
"209074_s_at",-1.48216912868179,4.07385518636708,-4.85113857456589,4.9292947312455e-06,6.51792328797132e-05,3.62248395968094,"FAM107A","11170"
"210854_x_at",-1.15800188899891,6.94864486446076,-4.84853986680818,4.98105447802963e-06,6.57787947881246e-05,3.61246071068927,"SLC6A8","6535"
"213843_x_at",-1.15645342356808,6.82302080142198,-4.84365124431477,5.07986047967175e-06,6.69542266500998e-05,3.59361382602799,"SLC6A8","6535"
"219232_s_at",1.94598174497327,4.96735116881667,4.84150277095517,5.12388495590502e-06,6.74762128611824e-05,3.58533446776661,"EGLN3","112399"
"223843_at",-1.56111240945561,4.57180346278184,-4.8352241284825,5.25467906619936e-06,6.90586091123201e-05,3.56115154109897,"SCARA3","51435"
"231270_at",-1.3320511237272,7.01708866617027,-4.83386516541104,5.28341305926309e-06,6.9391758194114e-05,3.55591978119802,"CA13","377677"
"227629_at",1.51795351764448,8.82193582022099,4.83225863009109,5.3175789248421e-06,6.97734419949522e-05,3.54973603689734,"PRLR","5618"
"1556277_a_at",1.22196595066054,7.80892111090828,4.83053933747407,5.35438085103631e-06,7.01440998133843e-05,3.54311962565191,"TENT2","167153"
"37966_at",-1.03539791637869,2.86755658682204,-4.8299829383691,5.36634370191273e-06,7.02783638304789e-05,3.5409787152661,"PARVB","29780"
"1556613_s_at",-1.05154918958093,5.64116290481946,-4.82785961275353,5.41223561888647e-06,7.07632372377727e-05,3.53280993467411,"DPY19L4","286148"
"232034_at",-1.43770379406003,7.97040349077701,-4.82558997245628,5.46171196624945e-06,7.13223049248703e-05,3.52408061343188,"LINC00537","203274"
"212736_at",1.05421756036236,5.55266465108915,4.81855364995253,5.61791048224832e-06,7.29438889848354e-05,3.49703352467503,"BMERB1","89927"
"233955_x_at",1.19366249932877,9.2173149295139,4.81844607189083,5.62033199579378e-06,7.29522295522406e-05,3.49662018476771,"CXXC5","51523"
"231240_at",2.17991964923753,6.23868612324901,4.81792284504986,5.63212398118445e-06,7.30821556090149e-05,3.49460990389747,"DIO2","1734"
"226944_at",1.16712097951977,6.91993026587364,4.81620539158486,5.6709996659088e-06,7.35400601837206e-05,3.48801221759762,"HTRA3","94031"
"222529_at",-1.21958982387785,10.4534081794893,-4.81488466651357,5.70107253184874e-06,7.3875204613044e-05,3.48293953544049,"SLC25A37","51312"
"212811_x_at",1.51263264244001,7.36213982701922,4.81239559997284,5.75817063216329e-06,7.45439661340178e-05,3.47338170077016,"SLC1A4","6509"
"226311_at",1.32877480477608,9.02394939822322,4.81234560784345,5.75932310780822e-06,7.45439661340178e-05,3.47318976475433,"ADAMTS2","9509"
"213599_at",-1.29850489277714,7.04843888491302,-4.81131823200942,5.78305708329493e-06,7.48039345878313e-05,3.46924559818764,"OIP5","11339"
"211343_s_at",1.53839135028664,4.18612225987694,4.81022629820975,5.80838671351396e-06,7.51078804165647e-05,3.46505413875775,"COL13A1","1305"
"240159_at",1.24312870456953,4.00773890233076,4.80763938682486,5.86882672754513e-06,7.57567263497671e-05,3.45512637128478,"SLC15A2","6565"
"230177_at",1.00221933488928,6.54925053578887,4.80661221269565,5.89299464130617e-06,7.59862742994082e-05,3.45118527653745,"GTF2H2","2966"
"205428_s_at",-1.9755383832505,5.85067378533779,-4.80578705168797,5.91247955467508e-06,7.61896014016019e-05,3.44801963577015,"CALB2","794"
"207469_s_at",-1.25697960472814,7.59358466060382,-4.80432139070933,5.9472434677213e-06,7.65173426891886e-05,3.44239758513331,"PIR","8544"
"210519_s_at",1.58716216671467,8.33883809177371,4.80207153015202,6.00099480265112e-06,7.7105337131425e-05,3.43376945507029,"NQO1","1728"
"219682_s_at",1.54346261735568,6.41219832973362,4.80201518475078,6.00234699354962e-06,7.7105337131425e-05,3.43355340353308,"TBX3","6926"
"236038_at",-1.4675359125181,3.88789046512678,-4.79986749780047,6.0541091568091e-06,7.76729323735295e-05,3.42531941255695,"RNF150","57484"
"220356_at",1.15271647555651,3.36798491585424,4.79907482634413,6.07332305623745e-06,7.78950699399313e-05,3.42228095450851,"CORIN","10699"
"212050_at",1.3758521104306,9.01937206429032,4.79745899886619,6.11267357298472e-06,7.82284853890966e-05,3.41608811324894,"WIPF2","147179"
"204733_at",-3.10251563882769,6.20261944426831,-4.79309375385801,6.22022465088415e-06,7.93572158011368e-05,3.39936404820573,"KLK6","5653"
"218469_at",2.1186160337961,8.86931854728614,4.7914041104021,6.26234613134025e-06,7.97705003943696e-05,3.39289315292336,"GREM1","26585"
"235146_at",1.218727765701,5.93473871377031,4.78977426628658,6.30323954857725e-06,8.01171836484382e-05,3.38665256645993,"TMCC3","57458"
"212488_at",1.45808075255244,9.5422208012516,4.78673253489121,6.38025321315755e-06,8.08204827779772e-05,3.37500933658696,"COL5A1","1289"
"205501_at",1.36042420806412,3.97811081075854,4.78660453579548,6.38351400161102e-06,8.08368153557931e-05,3.3745194749099,"PDE10A","10846"
"201467_s_at",1.69489235550337,6.2470984822145,4.78554747764539,6.41050465757203e-06,8.11284978330505e-05,3.37047433773467,"NQO1","1728"
"227525_at",1.07979366555805,8.29109100981932,4.78151169852413,6.51457725579914e-06,8.21687876756649e-05,3.35503518978706,"GLCCI1","113263"
"207173_x_at",1.51841557190472,10.7331692414489,4.77938754392953,6.57001168842831e-06,8.27271172915835e-05,3.34691222751028,"CDH11","1009"
"239903_at",1.19957250479845,3.73552773650588,4.77781020940713,6.61147204124599e-06,8.31075412566678e-05,3.34088175576285,"TPBG","7162"
"229418_at",1.04465787652933,6.67214604402036,4.77546091311626,6.67369529998546e-06,8.38126193202462e-05,3.33190213057774,"FAM222B","55731"
"209760_at",-1.04146220711355,7.23711262174445,-4.77471525040233,6.69356358930987e-06,8.40363996987329e-05,3.32905256669098,"TMEM131L","23240"
"234759_at",-1.46460830121531,4.93790613001738,-4.77191149851372,6.76878573782895e-06,8.49287914302136e-05,3.31834036783352,"SEPTIN7P13","100287497"
"224156_x_at",-1.56847714822911,8.09119887095618,-4.77087077980597,6.79691584586097e-06,8.51774869632283e-05,3.3143650912233,"IL17RB","55540"
"223631_s_at",2.11803268354389,4.81899681247813,4.76848517503788,6.86182695481228e-06,8.57812050168057e-05,3.30525466331055,"C19orf33","64073"
"205112_at",-1.18992741696627,5.54913514041418,-4.76735646741631,6.89274809218896e-06,8.60890169881559e-05,3.30094517648842,"PLCE1","51196"
"229004_at",1.25123990435041,2.80147080268477,4.76466082286934,6.96714463221831e-06,8.68858876214962e-05,3.29065549420396,"ADAMTS15","170689"
"232291_at",-1.39901279793584,4.93281744830659,-4.76377479931055,6.99176777749936e-06,8.71399531758613e-05,3.28727417299453,"MIR18A","406953"
"229160_at",1.17730802501753,3.68168054265016,4.76340452305479,7.00208302176405e-06,8.72154958154353e-05,3.28586120421717,"PWWP3B","139221"
"212816_s_at",-2.00969025830223,5.89480534493493,-4.76307793130477,7.01119356637665e-06,8.73024539920158e-05,3.2846149897345,"CBS","875"
"219561_at",1.27090899924727,5.88288488887615,4.75961256760068,7.10857507100105e-06,8.83005186947371e-05,3.27139496340807,"COPZ2","51226"
"212719_at",-1.42155378517236,4.985862566788,-4.75793963899274,7.15605584839083e-06,8.88289732943183e-05,3.26501497713525,"PHLPP1","23239"
"227001_at",1.17808290245745,8.10687824067818,4.75572244810715,7.21945888429306e-06,8.95151775299524e-05,3.25656144050258,"NIPAL2","79815"
"201150_s_at",1.35336886141585,10.8007829498988,4.75485641222034,7.24437209816147e-06,8.97372619561312e-05,3.25326012986512,"TIMP3","7078"
"207134_x_at",1.66442373623489,5.02072720048623,4.7547956164249,7.24612414244343e-06,8.97372619561312e-05,3.25302839118486,"TPSB2","64499"
"204751_x_at",-1.37374274526892,8.12452594007017,-4.74826830509763,7.43664601819129e-06,9.18081581938696e-05,3.22815827919036,"DSC2","1824"
"226817_at",-1.16827817600694,11.2730049327943,-4.74784993640579,7.44902212318258e-06,9.19168531865719e-05,3.22656493006707,"DSC2","1824"
"204620_s_at",1.22249914191491,11.8413210214439,4.74677045687323,7.48104758409279e-06,9.22842584651446e-05,3.22245414464876,"VCAN","1462"
"213258_at",1.3676746118018,6.93440019464233,4.74446295658999,7.54995457435434e-06,9.29943939221464e-05,3.21366880509031,"TFPI","7035"
"213110_s_at",2.04038514520093,6.85755837107539,4.74291881751879,7.5964098899971e-06,9.34543027691093e-05,3.20779125045557,"COL4A5","1287"
"225604_s_at",-1.29230644874993,6.91062884571709,-4.7426562637134,7.60433637644978e-06,9.35237578824076e-05,3.20679199027481,"GLIPR2","152007"
"229053_at",1.18232314514401,3.46789191638085,4.74171400775545,7.63284925341383e-06,9.37900361962782e-05,3.20320610985962,"SYT17","51760"
"227211_at",-1.06583512812858,7.45599982689267,-4.74107750734534,7.65216864554963e-06,9.39711060623292e-05,3.20078406669371,"PHF19","26147"
"206999_at",-1.89765327433221,4.25917300935675,-4.73994595803035,7.6866313749397e-06,9.43660577539004e-05,3.19647872428072,"IL12RB2","3595"
"210821_x_at",-1.07930739052024,3.7439350363491,-4.7396888223231,7.69448375861725e-06,9.44341849860346e-05,3.19550045567006,"CENPA","1058"
"219268_at",1.02004995426498,2.69672518400325,4.73856051035676,7.72903224854811e-06,9.48298139794933e-05,3.19120819076015,"ETNK2","55224"
"202450_s_at",1.29266094826711,10.7942422711393,4.7383522756879,7.73542476676292e-06,9.48647906734114e-05,3.19041610300217,"CTSK","1513"
"229245_at",1.29572277792107,4.59465318511213,4.7358578034212,7.81240203517895e-06,9.56809238502024e-05,3.18092921079983,"PLEKHA6","22874"
"213256_at",-1.52838365968229,4.20375710462659,-4.73555574883315,7.82177353454814e-06,9.57099379321432e-05,3.17978065234258,"MARCHF3","115123"
"200862_at",1.7826097608195,8.98896253881178,4.73284271558335,7.90643866664781e-06,9.65155138693739e-05,3.16946636951509,"DHCR24","1718"
"202310_s_at",1.1417482408374,13.3206839920767,4.73269082605849,7.91120487664835e-06,9.65449537982408e-05,3.1688890288794,"COL1A1","1277"
"213506_at",1.41832700438522,6.80486390814768,4.73230111506038,7.92344656406104e-06,9.6665576588146e-05,3.16740776679335,"F2RL1","2150"
"201792_at",1.36701909800516,10.6031639739691,4.73208784760133,7.93015355587229e-06,9.67186247486577e-05,3.16659718457399,"AEBP1","165"
"225045_at",-1.21936403751555,6.71971624934649,-4.73182067466577,7.93856358847743e-06,9.67924060011682e-05,3.16558175085662,"CCDC88A","55704"
"212667_at",1.06046728090383,10.9894996456493,4.73103939575436,7.96320631472753e-06,9.70351595034435e-05,3.16261257406122,"SPARC","6678"
"204463_s_at",1.38769339265412,8.02955278767924,4.73080954969527,7.97047014305833e-06,9.70948181063469e-05,3.16173912237262,"EDNRA","1909"
"218651_s_at",-1.02168942230167,6.00611958692148,-4.72922847478335,8.02061156482126e-06,9.75797825515029e-05,3.15573148268631,"LARP6","55323"
"206858_s_at",1.29828437140594,9.74186800561542,4.72917919005565,8.02217946983505e-06,9.75797825515029e-05,3.155544234161,"HOXC6","3223"
"211708_s_at",1.93491647278593,5.78130585834366,4.72880109936863,8.03421765144913e-06,9.76238341164052e-05,3.15410778544868,"SCD","6319"
"228935_at",1.21005847617742,2.55607070105527,4.72842567443472,8.04618831688576e-06,9.76690070294801e-05,3.15268153342757,"SLC4A8","9498"
"202626_s_at",-1.18351540699419,9.08205351133043,-4.72829678269592,8.05030210617575e-06,9.76900229540191e-05,3.15219188518954,"LYN","4067"
"231098_at",1.79066916320885,6.32424469216166,4.72819611483641,8.05351650524386e-06,9.77001156156861e-05,3.15180946258623,"LINC02984","100507516"
"204979_s_at",-1.03207712511443,5.53490245011396,-4.72756477903993,8.07370396584243e-06,9.78581606312158e-05,3.14941122203803,"SH3BGR","6450"
"202625_at",-1.06897033294988,9.24467249631414,-4.72269668149618,8.23102440902624e-06,9.94416396192434e-05,3.13092542082711,"LYN","4067"
"213764_s_at",1.95139096877383,7.83199957762175,4.72023430692314,8.31172980193658e-06,0.000100249584645137,3.12157936208408,"MFAP5","8076"
"231879_at",1.80893231933765,8.06613216964705,4.71860490396655,8.36555614447098e-06,0.000100858942707406,3.1153965146917,"COL12A1","1303"
"212110_at",-1.18671931966731,8.82307728250173,-4.71661855939715,8.43163182005705e-06,0.00010159583636486,3.10786099046566,"SLC39A14","23516"
"242488_at",-1.54229394401744,3.65044944814183,-4.71624703835187,8.44404658952065e-06,0.000101715536532522,3.10645177855083,"CHRM3","1131"
"207038_at",1.4922629221448,4.93602693483031,4.7160842481976,8.44949198641887e-06,0.000101721365064921,3.10583432248607,"SLC16A6","9120"
"212051_at",1.55415752873483,8.19168595829215,4.71571732655983,8.46177817266105e-06,0.000101809493014024,3.10444265200438,"WIPF2","147179"
"1563010_at",-1.501403860974,3.73188796557485,-4.71368457636851,8.53015870547553e-06,0.000102572031542322,3.09673397443948,"ITGB8","3696"
"229568_at",-1.34628217299629,4.80491314123305,-4.70846757604824,8.70812048959136e-06,0.000104589271398712,3.07695911410391,"MOB3B","79817"
"223822_at",-1.86736610220914,2.71754251647366,-4.70461933000505,8.8416964679382e-06,0.000106069315965868,3.06238101992685,"SUSD4","55061"
"232269_x_at",1.39739650608464,5.12306970604461,4.7030131595898,8.89803458062341e-06,0.000106589252101631,3.05629860433434,"METRN","79006"
"202709_at",1.54556967377316,6.78180448205263,4.70172722127216,8.94339129278353e-06,0.000107038767241476,3.0514297905611,"FMOD","2331"
"218435_at",1.01330802985045,9.73309509203223,4.70063339239381,8.98214865725941e-06,0.000107439913518747,3.04728898004069,"DNAJC15","29103"
"214798_at",1.01678878630137,4.1952800133618,4.70045444186296,8.98850486790146e-06,0.000107484588394118,3.04661159892009,"ATP2C2","9914"
"227145_at",-2.0823821754998,3.49773893657703,-4.70017473204422,8.99844873338909e-06,0.00010754077291282,3.04555284537398,"LOXL4","84171"
"201852_x_at",1.10327107858545,13.9470204353206,4.68544116436363,9.53760697199972e-06,0.000113126999213155,2.98983799663354,"COL3A1","1281"
"202638_s_at",-1.72289661443875,5.64538595495711,-4.68502523436094,9.5532737208075e-06,0.000113280056578366,2.98826671435122,"ICAM1","3383"
"213316_at",1.02276674084567,5.31052132733368,4.67945665097918,9.76544546868348e-06,0.000115561998844992,2.96723819351485,"JCAD","57608"
"228904_at",2.15742791285313,5.55033891597195,4.6793370497372,9.77005226117382e-06,0.00011558315721788,2.96678671407632,"HOXB3","3213"
"235075_at",-2.8673126171416,3.59484856117427,-4.67891182054085,9.78644829681894e-06,0.000115677003736744,2.96518158537461,"DSG3","1830"
"222528_s_at",-1.45291384579323,8.52619937367797,-4.67751417164906,9.84052734992749e-06,0.000116249202954891,2.95990645752801,"SLC25A37","51312"
"208607_s_at",-1.8651838063914,5.48695061542606,-4.67160522167373,1.00723839617681e-05,0.000118612300967357,2.93761507289015,"SAA2","6289"
"202964_s_at",-1.00523743406459,6.99998083669095,-4.67025433855259,1.0126130003976e-05,0.000119108386311828,2.93252132567597,"RFX5","5993"
"210253_at",-1.08657551329219,6.42159459221835,-4.66961935874822,1.01514892690633e-05,0.000119338206992165,2.93012733305089,"HTATIP2","10553"
"231967_at",-1.29526860687951,4.45134440636001,-4.66911197785417,1.01717968859246e-05,0.000119542665379894,2.92821455593789,"PHF20L1","51105"
"220988_s_at",1.12702263333416,7.72372749931142,4.6684744086033,1.01973711101354e-05,0.000119808883954152,2.92581116233857,"C1QTNF3","114899"
